,file,model_name,class,BBOX_x1,BBOX_y1,BBOX_x2,BBOX_y2,BBOX_h,BBOX_w,year,make,model,type
1652,01653.jpg,Mercedes-Benz C-Class Sedan 2012,162,6,30,270,162,133,265,2012,Mercedes-Benz,C-Class,Sedan
1653,01654.jpg,Chevrolet Sonic Sedan 2012,63,76,290,1218,697,408,1143,2012,Chevrolet,Sonic,Sedan
1654,01655.jpg,GMC Canyon Extended Cab 2012,122,20,195,734,439,245,715,2012,GMC,Canyon,Cab
1655,01656.jpg,BMW X5 SUV 2007,32,29,2,273,159,158,245,2007,BMW,X5,SUV
1656,01657.jpg,Jeep Compass SUV 2012,149,58,100,1333,814,715,1276,2012,Jeep,Compass,SUV
1657,01658.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175,15,55,439,263,209,425,2012,Rolls-Royce,Phantom,Convertible
1658,01659.jpg,Hyundai Veloster Hatchback 2012,130,177,382,1465,872,491,1289,2012,Hyundai,Veloster,Hatchback
1659,01660.jpg,FIAT 500 Convertible 2012,100,12,17,271,284,268,260,2012,FIAT,500,Convertible
1660,01661.jpg,AM General Hummer SUV 2000,1,178,214,901,658,445,724,2000,AM,General,SUV
1661,01662.jpg,Porsche Panamera Sedan 2012,173,30,36,734,240,205,705,2012,Porsche,Panamera,Sedan
1662,01663.jpg,BMW 1 Series Convertible 2012,27,8,77,500,268,192,493,2012,BMW,1,Convertible
1663,01664.jpg,Honda Odyssey Minivan 2012,126,21,16,493,262,247,473,2012,Honda,Odyssey,Minivan
1664,01665.jpg,Hyundai Sonata Sedan 2012,138,57,70,651,355,286,595,2012,Hyundai,Sonata,Sedan
1665,01666.jpg,Lamborghini Gallardo LP 570-4 Superleggera 2012,152,252,167,483,266,100,232,2012,Lamborghini,Gallardo,Superleggera
1666,01667.jpg,Jeep Wrangler SUV 2012,146,42,61,433,288,228,392,2012,Jeep,Wrangler,SUV
1667,01668.jpg,GMC Savana Van 2012,119,24,156,448,419,264,425,2012,GMC,Savana,Van
1668,01669.jpg,Hyundai Veracruz SUV 2012,133,24,71,611,423,353,588,2012,Hyundai,Veracruz,SUV
1669,01670.jpg,Volkswagen Golf Hatchback 2012,190,9,16,204,136,121,196,2012,Volkswagen,Golf,Hatchback
1670,01671.jpg,Buick Regal GS 2012,47,23,365,529,717,353,507,2012,Buick,Regal,GS
1671,01672.jpg,BMW X6 SUV 2012,33,15,67,398,253,187,384,2012,BMW,X6,SUV
1672,01673.jpg,Chrysler PT Cruiser Convertible 2008,81,56,146,575,403,258,520,2008,Chrysler,PT,Convertible
1673,01674.jpg,Mitsubishi Lancer Sedan 2012,167,180,43,870,713,671,691,2012,Mitsubishi,Lancer,Sedan
1674,01675.jpg,BMW M5 Sedan 2010,35,49,59,591,273,215,543,2010,BMW,M5,Sedan
1675,01676.jpg,Eagle Talon Hatchback 1998,98,130,169,1537,1156,988,1408,1998,Eagle,Talon,Hatchback
1676,01677.jpg,Bentley Continental Flying Spur Sedan 2007,44,23,58,351,248,191,329,2007,Bentley,Continental,Sedan
1677,01678.jpg,Aston Martin Virage Convertible 2012,10,82,95,416,268,174,335,2012,Aston,Martin,Convertible
1678,01679.jpg,Chevrolet Express Cargo Van 2007,64,14,137,621,429,293,608,2007,Chevrolet,Express,Van
1679,01680.jpg,Aston Martin V8 Vantage Coupe 2012,9,37,137,997,602,466,961,2012,Aston,Martin,Coupe
1680,01681.jpg,BMW X6 SUV 2012,33,69,282,1197,785,504,1129,2012,BMW,X6,SUV
1681,01682.jpg,Dodge Caliber Wagon 2012,83,105,102,624,372,271,520,2012,Dodge,Caliber,Wagon
1682,01683.jpg,Dodge Ram Pickup 3500 Crew Cab 2010,86,19,55,244,160,106,226,2010,Dodge,Ram,Cab
1683,01684.jpg,Lamborghini Aventador Coupe 2012,151,71,204,686,371,168,616,2012,Lamborghini,Aventador,Coupe
1684,01685.jpg,Dodge Challenger SRT8 2011,93,56,224,1210,662,439,1155,2011,Dodge,Challenger,SRT8
1685,01686.jpg,Ford F-150 Regular Cab 2012,113,39,61,348,283,223,310,2012,Ford,F-150,Cab
1686,01687.jpg,BMW 3 Series Wagon 2012,30,16,29,180,119,91,165,2012,BMW,3,Wagon
1687,01688.jpg,Ford F-450 Super Duty Crew Cab 2012,106,205,34,1333,864,831,1129,2012,Ford,F-450,Cab
1688,01689.jpg,Chrysler Crossfire Convertible 2008,80,16,54,295,158,105,280,2008,Chrysler,Crossfire,Convertible
1689,01690.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,70,23,34,190,96,63,168,2007,Chevrolet,Silverado,Cab
1690,01691.jpg,Buick Enclave SUV 2012,50,55,158,961,677,520,907,2012,Buick,Enclave,SUV
1691,01692.jpg,Hyundai Azera Sedan 2012,140,79,300,627,589,290,549,2012,Hyundai,Azera,Sedan
1692,01693.jpg,Hyundai Santa Fe SUV 2012,131,40,43,988,701,659,949,2012,Hyundai,Santa,SUV
1693,01694.jpg,Chevrolet Silverado 1500 Extended Cab 2012,74,25,96,637,399,304,613,2012,Chevrolet,Silverado,Cab
1694,01695.jpg,Hyundai Santa Fe SUV 2012,131,29,45,228,167,123,200,2012,Hyundai,Santa,SUV
1695,01696.jpg,Toyota Corolla Sedan 2012,188,43,30,247,147,118,205,2012,Toyota,Corolla,Sedan
1696,01697.jpg,GMC Terrain SUV 2012,118,112,31,496,348,318,385,2012,GMC,Terrain,SUV
1697,01698.jpg,Geo Metro Convertible 1993,123,57,67,256,179,113,200,1993,Geo,Metro,Convertible
1698,01699.jpg,Toyota 4Runner SUV 2012,189,19,18,254,198,181,236,2012,Toyota,4Runner,SUV
1699,01700.jpg,Audi 100 Wagon 1994,18,42,77,573,431,355,532,1994,Audi,100,Wagon
1700,01701.jpg,Dodge Durango SUV 2007,95,82,42,254,159,118,173,2007,Dodge,Durango,SUV
1701,01702.jpg,Chevrolet HHR SS 2010,60,97,77,495,405,329,399,2010,Chevrolet,HHR,SS
1702,01703.jpg,Bugatti Veyron 16.4 Coupe 2009,46,123,35,487,297,263,365,2009,Bugatti,Veyron,Coupe
1703,01704.jpg,Dodge Caliber Wagon 2007,84,28,28,378,239,212,351,2007,Dodge,Caliber,Wagon
1704,01705.jpg,Acura TL Sedan 2012,3,22,101,380,235,135,359,2012,Acura,TL,Sedan
1705,01706.jpg,Acura ZDX Hatchback 2012,7,19,74,381,232,159,363,2012,Acura,ZDX,Hatchback
1706,01707.jpg,Chevrolet Corvette ZR1 2012,56,79,165,744,556,392,666,2012,Chevrolet,Corvette,ZR1
1707,01708.jpg,Bugatti Veyron 16.4 Coupe 2009,46,80,169,366,254,86,287,2009,Bugatti,Veyron,Coupe
1708,01709.jpg,Dodge Charger Sedan 2012,96,236,133,472,319,187,237,2012,Dodge,Charger,Sedan
1709,01710.jpg,Chevrolet Corvette Convertible 2012,55,149,76,1497,937,862,1349,2012,Chevrolet,Corvette,Convertible
1710,01711.jpg,Land Rover Range Rover SUV 2012,154,231,72,1007,667,596,777,2012,Land,Rover,SUV
1711,01712.jpg,Chevrolet Express Van 2007,71,25,237,606,447,211,582,2007,Chevrolet,Express,Van
1712,01713.jpg,Nissan 240SX Coupe 1998,171,43,237,515,445,209,473,1998,Nissan,240SX,Coupe
1713,01714.jpg,BMW ActiveHybrid 5 Sedan 2012,26,25,61,583,277,217,559,2012,BMW,ActiveHybrid,Sedan
1714,01715.jpg,Audi A5 Coupe 2012,13,19,114,620,426,313,602,2012,Audi,A5,Coupe
1715,01716.jpg,Acura TL Sedan 2012,3,60,91,588,373,283,529,2012,Acura,TL,Sedan
1716,01717.jpg,Lamborghini Diablo Coupe 2001,153,9,51,489,295,245,481,2001,Lamborghini,Diablo,Coupe
1717,01718.jpg,Jeep Compass SUV 2012,149,65,132,1790,1150,1019,1726,2012,Jeep,Compass,SUV
1718,01719.jpg,BMW 6 Series Convertible 2007,31,42,81,241,164,84,200,2007,BMW,6,Convertible
1719,01720.jpg,Mitsubishi Lancer Sedan 2012,167,9,147,1022,612,466,1014,2012,Mitsubishi,Lancer,Sedan
1720,01721.jpg,Dodge Charger Sedan 2012,96,21,47,615,408,362,595,2012,Dodge,Charger,Sedan
1721,01722.jpg,Fisker Karma Sedan 2012,105,10,61,435,282,222,426,2012,Fisker,Karma,Sedan
1722,01723.jpg,Maybach Landaulet Convertible 2012,158,7,129,796,475,347,790,2012,Maybach,Landaulet,Convertible
1723,01724.jpg,Ford Focus Sedan 2007,115,67,177,626,480,304,560,2007,Ford,Focus,Sedan
1724,01725.jpg,Scion xD Hatchback 2012,178,211,73,645,352,280,435,2012,Scion,xD,Hatchback
1725,01726.jpg,Mercedes-Benz C-Class Sedan 2012,162,73,97,587,375,279,515,2012,Mercedes-Benz,C-Class,Sedan
1726,01727.jpg,Honda Odyssey Minivan 2012,126,32,1,511,236,236,480,2012,Honda,Odyssey,Minivan
1727,01728.jpg,Lincoln Town Car Sedan 2011,156,27,27,249,160,134,223,2011,Lincoln,Town,Sedan
1728,01729.jpg,Lamborghini Reventon Coupe 2008,150,15,113,469,317,205,455,2008,Lamborghini,Reventon,Coupe
1729,01730.jpg,Lamborghini Reventon Coupe 2008,150,59,172,593,359,188,535,2008,Lamborghini,Reventon,Coupe
1730,01731.jpg,Chevrolet Malibu Hybrid Sedan 2010,67,80,78,400,326,249,321,2010,Chevrolet,Malibu,Sedan
1731,01732.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,87,12,134,677,432,299,666,2009,Dodge,Ram,Cab
1732,01733.jpg,Audi A5 Coupe 2012,13,194,364,1292,837,474,1099,2012,Audi,A5,Coupe
1733,01734.jpg,Hyundai Azera Sedan 2012,140,237,435,1000,876,442,764,2012,Hyundai,Azera,Sedan
1734,01735.jpg,Porsche Panamera Sedan 2012,173,30,224,462,396,173,433,2012,Porsche,Panamera,Sedan
1735,01736.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,20,56,419,265,210,400,2012,Chevrolet,Silverado,Cab
1736,01737.jpg,Hyundai Tucson SUV 2012,132,27,41,635,459,419,609,2012,Hyundai,Tucson,SUV
1737,01738.jpg,Hyundai Sonata Hybrid Sedan 2012,134,14,38,224,173,136,211,2012,Hyundai,Sonata,Sedan
1738,01739.jpg,Volvo XC90 SUV 2007,195,41,71,488,309,239,448,2007,Volvo,XC90,SUV
1739,01740.jpg,Land Rover LR2 SUV 2012,155,2,59,429,262,204,428,2012,Land,Rover,SUV
1740,01741.jpg,Hyundai Elantra Touring Hatchback 2012,139,52,31,423,275,245,372,2012,Hyundai,Elantra,Hatchback
1741,01742.jpg,Hyundai Santa Fe SUV 2012,131,11,9,255,182,174,245,2012,Hyundai,Santa,SUV
1742,01743.jpg,Chrysler Crossfire Convertible 2008,80,39,201,1003,681,481,965,2008,Chrysler,Crossfire,Convertible
1743,01744.jpg,Jaguar XK XKR 2012,144,39,64,558,215,152,520,2012,Jaguar,XK,XKR
1744,01745.jpg,Chevrolet Express Van 2007,71,24,49,996,767,719,973,2007,Chevrolet,Express,Van
1745,01746.jpg,Chrysler 300 SRT-8 2010,79,28,155,860,403,249,833,2010,Chrysler,300,SRT-8
1746,01747.jpg,Nissan NV Passenger Van 2012,169,92,77,585,409,333,494,2012,Nissan,NV,Van
1747,01748.jpg,Hyundai Veloster Hatchback 2012,130,69,181,424,373,193,356,2012,Hyundai,Veloster,Hatchback
1748,01749.jpg,MINI Cooper Roadster Convertible 2012,157,7,52,130,129,78,124,2012,MINI,Cooper,Convertible
1749,01750.jpg,Acura TL Sedan 2012,3,51,57,590,402,346,540,2012,Acura,TL,Sedan
1750,01751.jpg,Cadillac Escalade EXT Crew Cab 2007,53,22,24,378,170,147,357,2007,Cadillac,Escalade,Cab
1751,01752.jpg,Chevrolet HHR SS 2010,60,49,138,560,386,249,512,2010,Chevrolet,HHR,SS
1752,01753.jpg,Bentley Continental GT Coupe 2012,42,1,14,300,174,161,300,2012,Bentley,Continental,Coupe
1753,01754.jpg,Hyundai Tucson SUV 2012,132,70,164,905,698,535,836,2012,Hyundai,Tucson,SUV
1754,01755.jpg,Audi A5 Coupe 2012,13,7,44,253,154,111,247,2012,Audi,A5,Coupe
1755,01756.jpg,McLaren MP4-12C Coupe 2012,160,514,43,1063,360,318,550,2012,McLaren,MP4-12C,Coupe
1756,01757.jpg,BMW Z4 Convertible 2012,38,55,72,410,239,168,356,2012,BMW,Z4,Convertible
1757,01758.jpg,Ford F-150 Regular Cab 2007,114,1,103,639,480,378,639,2007,Ford,F-150,Cab
1758,01759.jpg,Suzuki Aerio Sedan 2007,181,23,52,288,183,132,266,2007,Suzuki,Aerio,Sedan
1759,01760.jpg,Geo Metro Convertible 1993,123,38,31,180,112,82,143,1993,Geo,Metro,Convertible
1760,01761.jpg,Suzuki SX4 Hatchback 2012,183,23,27,611,426,400,589,2012,Suzuki,SX4,Hatchback
1761,01762.jpg,Audi RS 4 Convertible 2008,12,1,700,1189,1159,460,1189,2008,Audi,RS,Convertible
1762,01763.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175,104,122,450,335,214,347,2012,Rolls-Royce,Phantom,Convertible
1763,01764.jpg,Jeep Compass SUV 2012,149,79,134,587,364,231,509,2012,Jeep,Compass,SUV
1764,01765.jpg,Ford Ranger SuperCab 2011,111,56,40,195,160,121,140,2011,Ford,Ranger,SuperCab
1765,01766.jpg,Dodge Dakota Crew Cab 2010,90,20,33,414,278,246,395,2010,Dodge,Dakota,Cab
1766,01767.jpg,Aston Martin Virage Coupe 2012,11,84,107,496,254,148,413,2012,Aston,Martin,Coupe
1767,01768.jpg,Aston Martin V8 Vantage Coupe 2012,9,26,149,626,425,277,601,2012,Aston,Martin,Coupe
1768,01769.jpg,Jeep Grand Cherokee SUV 2012,148,65,66,386,270,205,322,2012,Jeep,Grand,SUV
1769,01770.jpg,Buick Regal GS 2012,47,86,159,659,406,248,574,2012,Buick,Regal,GS
1770,01771.jpg,Lincoln Town Car Sedan 2011,156,40,53,561,346,294,522,2011,Lincoln,Town,Sedan
1771,01772.jpg,Bentley Continental Supersports Conv. Convertible 2012,39,35,42,274,154,113,240,2012,Bentley,Continental,Convertible
1772,01773.jpg,Ford Freestar Minivan 2007,108,7,69,289,216,148,283,2007,Ford,Freestar,Minivan
1773,01774.jpg,Volvo XC90 SUV 2007,195,27,124,732,521,398,706,2007,Volvo,XC90,SUV
1774,01775.jpg,BMW 6 Series Convertible 2007,31,15,36,629,291,256,615,2007,BMW,6,Convertible
1775,01776.jpg,Rolls-Royce Phantom Drophead Coupe Convertible 2012,175,49,177,388,318,142,340,2012,Rolls-Royce,Phantom,Convertible
1776,01777.jpg,Ferrari FF Coupe 2012,101,66,71,388,309,239,323,2012,Ferrari,FF,Coupe
1777,01778.jpg,Audi S5 Coupe 2012,22,36,99,585,426,328,550,2012,Audi,S5,Coupe
1778,01779.jpg,Ford GT Coupe 2006,112,26,181,879,562,382,854,2006,Ford,GT,Coupe
1779,01780.jpg,Nissan Leaf Hatchback 2012,168,95,194,505,464,271,411,2012,Nissan,Leaf,Hatchback
1780,01781.jpg,Ford Fiesta Sedan 2012,117,29,74,619,376,303,591,2012,Ford,Fiesta,Sedan
1781,01782.jpg,Audi 100 Sedan 1994,17,48,9,610,247,239,563,1994,Audi,100,Sedan
1782,01783.jpg,Audi R8 Coupe 2012,15,39,44,472,247,204,434,2012,Audi,R8,Coupe
1783,01784.jpg,Dodge Durango SUV 2007,95,19,184,886,722,539,868,2007,Dodge,Durango,SUV
1784,01785.jpg,Chevrolet Malibu Sedan 2007,73,22,69,231,154,86,210,2007,Chevrolet,Malibu,Sedan
1785,01786.jpg,Aston Martin Virage Convertible 2012,10,114,67,553,371,305,440,2012,Aston,Martin,Convertible
1786,01787.jpg,Geo Metro Convertible 1993,123,11,26,98,68,43,88,1993,Geo,Metro,Convertible
1787,01788.jpg,Dodge Sprinter Cargo Van 2009,88,9,11,141,85,75,133,2009,Dodge,Sprinter,Van
1788,01789.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,87,15,83,561,422,340,547,2009,Dodge,Ram,Cab
1789,01790.jpg,Ford F-150 Regular Cab 2012,113,45,81,578,397,317,534,2012,Ford,F-150,Cab
1790,01791.jpg,Nissan Juke Hatchback 2012,170,40,58,1916,1018,961,1877,2012,Nissan,Juke,Hatchback
1791,01792.jpg,Bentley Continental Supersports Conv. Convertible 2012,39,44,20,1225,739,720,1182,2012,Bentley,Continental,Convertible
1792,01793.jpg,Ford E-Series Wagon Van 2012,116,8,37,257,175,139,250,2012,Ford,E-Series,Van
1793,01794.jpg,Scion xD Hatchback 2012,178,115,157,619,361,205,505,2012,Scion,xD,Hatchback
1794,01795.jpg,Chrysler Town and Country Minivan 2012,78,28,47,1007,598,552,980,2012,Chrysler,Town,Minivan
1795,01796.jpg,Chrysler Town and Country Minivan 2012,78,127,49,552,331,283,426,2012,Chrysler,Town,Minivan
1796,01797.jpg,Land Rover Range Rover SUV 2012,154,25,19,612,302,284,588,2012,Land,Rover,SUV
1797,01798.jpg,Nissan 240SX Coupe 1998,171,42,158,496,355,198,455,1998,Nissan,240SX,Coupe
1798,01799.jpg,Dodge Caliber Wagon 2007,84,52,105,233,194,90,182,2007,Dodge,Caliber,Wagon
1799,01800.jpg,HUMMER H3T Crew Cab 2010,124,47,97,608,440,344,562,2010,HUMMER,H3T,Cab
1800,01801.jpg,Dodge Durango SUV 2007,95,15,25,239,182,158,225,2007,Dodge,Durango,SUV
1801,01802.jpg,Chrysler Aspen SUV 2009,76,10,42,298,203,162,289,2009,Chrysler,Aspen,SUV
1802,01803.jpg,Audi A5 Coupe 2012,13,58,48,340,217,170,283,2012,Audi,A5,Coupe
1803,01804.jpg,Dodge Challenger SRT8 2011,93,37,334,1486,1120,787,1450,2011,Dodge,Challenger,SRT8
1804,01805.jpg,Audi R8 Coupe 2012,15,15,37,284,160,124,270,2012,Audi,R8,Coupe
1805,01806.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,54,10,62,252,149,88,243,2012,Chevrolet,Silverado,Cab
1806,01807.jpg,BMW M3 Coupe 2012,34,14,135,374,268,134,361,2012,BMW,M3,Coupe
1807,01808.jpg,Chevrolet Silverado 1500 Regular Cab 2012,75,82,133,974,665,533,893,2012,Chevrolet,Silverado,Cab
1808,01809.jpg,Rolls-Royce Phantom Sedan 2012,177,39,155,555,343,189,517,2012,Rolls-Royce,Phantom,Sedan
1809,01810.jpg,Audi S5 Convertible 2012,21,21,243,617,422,180,597,2012,Audi,S5,Convertible
1810,01811.jpg,Cadillac SRX SUV 2012,52,118,140,364,303,164,247,2012,Cadillac,SRX,SUV
1811,01812.jpg,Chevrolet Camaro Convertible 2012,59,57,64,1005,608,545,949,2012,Chevrolet,Camaro,Convertible
1812,01813.jpg,Land Rover LR2 SUV 2012,155,81,185,385,333,149,305,2012,Land,Rover,SUV
1813,01814.jpg,Volvo 240 Sedan 1993,194,6,128,448,341,214,443,1993,Volvo,240,Sedan
1814,01815.jpg,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,54,14,23,250,163,141,237,2012,Chevrolet,Silverado,Cab
1815,01816.jpg,Chrysler Town and Country Minivan 2012,78,111,92,645,435,344,535,2012,Chrysler,Town,Minivan
1816,01817.jpg,Cadillac SRX SUV 2012,52,32,14,437,287,274,406,2012,Cadillac,SRX,SUV
1817,01818.jpg,Bugatti Veyron 16.4 Coupe 2009,46,25,62,555,330,269,531,2009,Bugatti,Veyron,Coupe
1818,01819.jpg,Aston Martin V8 Vantage Convertible 2012,8,22,52,257,176,125,236,2012,Aston,Martin,Convertible
1819,01820.jpg,Mercedes-Benz E-Class Sedan 2012,164,88,233,956,620,388,869,2012,Mercedes-Benz,E-Class,Sedan
1820,01821.jpg,BMW 3 Series Sedan 2012,29,87,129,758,358,230,672,2012,BMW,3,Sedan
1821,01822.jpg,Hyundai Elantra Touring Hatchback 2012,139,23,28,600,412,385,578,2012,Hyundai,Elantra,Hatchback
1822,01823.jpg,Chrysler PT Cruiser Convertible 2008,81,82,109,450,300,192,369,2008,Chrysler,PT,Convertible
1823,01824.jpg,Toyota Sequoia SUV 2012,186,55,31,341,238,208,287,2012,Toyota,Sequoia,SUV
1824,01825.jpg,BMW M5 Sedan 2010,35,79,49,555,421,373,477,2010,BMW,M5,Sedan
1825,01826.jpg,Dodge Caravan Minivan 1997,85,31,10,621,400,391,591,1997,Dodge,Caravan,Minivan
1826,01827.jpg,Chevrolet Sonic Sedan 2012,63,188,282,1585,1157,876,1398,2012,Chevrolet,Sonic,Sedan
1827,01828.jpg,Buick Verano Sedan 2012,49,70,105,443,285,181,374,2012,Buick,Verano,Sedan
1828,01829.jpg,Hyundai Elantra Touring Hatchback 2012,139,36,103,589,325,223,554,2012,Hyundai,Elantra,Hatchback
1829,01830.jpg,Hyundai Tucson SUV 2012,132,78,106,709,502,397,632,2012,Hyundai,Tucson,SUV
1830,01831.jpg,Ford E-Series Wagon Van 2012,116,43,69,608,452,384,566,2012,Ford,E-Series,Van
1831,01832.jpg,AM General Hummer SUV 2000,1,29,18,157,86,69,129,2000,AM,General,SUV
1832,01833.jpg,Aston Martin Virage Coupe 2012,11,21,97,622,387,291,602,2012,Aston,Martin,Coupe
1833,01834.jpg,HUMMER H3T Crew Cab 2010,124,143,91,556,370,280,414,2010,HUMMER,H3T,Cab
1834,01835.jpg,Dodge Dakota Club Cab 2007,91,72,94,577,397,304,506,2007,Dodge,Dakota,Cab
1835,01836.jpg,Dodge Ram Pickup 3500 Quad Cab 2009,87,81,87,581,348,262,501,2009,Dodge,Ram,Cab
1836,01837.jpg,Dodge Dakota Crew Cab 2010,90,79,118,373,262,145,295,2010,Dodge,Dakota,Cab
1837,01838.jpg,BMW 1 Series Convertible 2012,27,5,37,280,157,121,276,2012,BMW,1,Convertible
1838,01839.jpg,BMW ActiveHybrid 5 Sedan 2012,26,124,43,955,406,364,832,2012,BMW,ActiveHybrid,Sedan
1839,01840.jpg,Jaguar XK XKR 2012,144,98,55,686,463,409,589,2012,Jaguar,XK,XKR
1840,01841.jpg,BMW ActiveHybrid 5 Sedan 2012,26,5,56,495,210,155,491,2012,BMW,ActiveHybrid,Sedan
1841,01842.jpg,Mercedes-Benz SL-Class Coupe 2009,163,30,36,452,237,202,423,2009,Mercedes-Benz,SL-Class,Coupe
1842,01843.jpg,Toyota Sequoia SUV 2012,186,17,87,635,468,382,619,2012,Toyota,Sequoia,SUV
1843,01844.jpg,Volvo 240 Sedan 1993,194,33,176,608,468,293,576,1993,Volvo,240,Sedan
1844,01845.jpg,Mercedes-Benz C-Class Sedan 2012,162,65,65,268,180,116,204,2012,Mercedes-Benz,C-Class,Sedan
1845,01846.jpg,Lamborghini Reventon Coupe 2008,150,137,391,926,675,285,790,2008,Lamborghini,Reventon,Coupe
1846,01847.jpg,Chevrolet Corvette Convertible 2012,55,160,208,1465,1018,811,1306,2012,Chevrolet,Corvette,Convertible
1847,01848.jpg,Audi S4 Sedan 2012,23,23,104,447,306,203,425,2012,Audi,S4,Sedan
1848,01849.jpg,GMC Acadia SUV 2012,121,12,115,640,470,356,629,2012,GMC,Acadia,SUV
1849,01850.jpg,Hyundai Azera Sedan 2012,140,309,190,970,506,317,662,2012,Hyundai,Azera,Sedan
1850,01851.jpg,BMW 6 Series Convertible 2007,31,11,104,293,185,82,283,2007,BMW,6,Convertible
1851,01852.jpg,Aston Martin V8 Vantage Convertible 2012,8,27,21,626,433,413,600,2012,Aston,Martin,Convertible
1852,01853.jpg,Volvo 240 Sedan 1993,194,270,320,999,763,444,730,1993,Volvo,240,Sedan
1853,01854.jpg,BMW M5 Sedan 2010,35,82,53,323,173,121,242,2010,BMW,M5,Sedan
1854,01855.jpg,Ford Focus Sedan 2007,115,81,171,582,452,282,502,2007,Ford,Focus,Sedan
1855,01856.jpg,GMC Acadia SUV 2012,121,49,124,453,280,157,405,2012,GMC,Acadia,SUV
1856,01857.jpg,Bentley Continental Flying Spur Sedan 2007,44,11,77,267,180,104,257,2007,Bentley,Continental,Sedan
1857,01858.jpg,Suzuki Aerio Sedan 2007,181,8,61,1023,478,418,1016,2007,Suzuki,Aerio,Sedan
1858,01859.jpg,Plymouth Neon Coupe 1999,172,114,11,542,414,404,429,1999,Plymouth,Neon,Coupe
1859,01860.jpg,Volkswagen Golf Hatchback 1991,191,67,119,601,406,288,535,1991,Volkswagen,Golf,Hatchback
1860,01861.jpg,Jeep Grand Cherokee SUV 2012,148,13,42,497,366,325,485,2012,Jeep,Grand,SUV
1861,01862.jpg,Ferrari California Convertible 2012,102,20,103,602,354,252,583,2012,Ferrari,California,Convertible
1862,01863.jpg,Honda Odyssey Minivan 2007,127,11,60,263,183,124,253,2007,Honda,Odyssey,Minivan
1863,01864.jpg,Acura Integra Type R 2001,6,64,202,898,574,373,835,2001,Acura,Integra,R
1864,01865.jpg,Volkswagen Golf Hatchback 1991,191,19,83,631,404,322,613,1991,Volkswagen,Golf,Hatchback
1865,01866.jpg,FIAT 500 Abarth 2012,99,364,343,720,543,201,357,2012,FIAT,500,Abarth
1866,01867.jpg,Volvo XC90 SUV 2007,195,108,8,466,268,261,359,2007,Volvo,XC90,SUV
1867,01868.jpg,BMW ActiveHybrid 5 Sedan 2012,26,78,63,564,344,282,487,2012,BMW,ActiveHybrid,Sedan
1868,01869.jpg,GMC Canyon Extended Cab 2012,122,21,34,251,171,138,231,2012,GMC,Canyon,Cab
1869,01870.jpg,Acura TL Sedan 2012,3,178,424,1828,1090,667,1651,2012,Acura,TL,Sedan
1870,01871.jpg,Bentley Arnage Sedan 2009,40,43,51,232,144,94,190,2009,Bentley,Arnage,Sedan
1871,01872.jpg,Rolls-Royce Phantom Sedan 2012,177,17,29,615,377,349,599,2012,Rolls-Royce,Phantom,Sedan
1872,01873.jpg,Ford Mustang Convertible 2007,107,223,160,1420,907,748,1198,2007,Ford,Mustang,Convertible
1873,01874.jpg,Chevrolet Silverado 1500 Classic Extended Cab 2007,70,17,34,231,163,130,215,2007,Chevrolet,Silverado,Cab
1874,01875.jpg,Mitsubishi Lancer Sedan 2012,167,68,197,1238,721,525,1171,2012,Mitsubishi,Lancer,Sedan
1875,01876.jpg,Buick Verano Sedan 2012,49,11,101,618,419,319,608,2012,Buick,Verano,Sedan
1876,01877.jpg,Audi R8 Coupe 2012,15,43,101,961,612,512,919,2012,Audi,R8,Coupe
1877,01878.jpg,Hyundai Tucson SUV 2012,132,64,110,738,529,420,675,2012,Hyundai,Tucson,SUV
1878,01879.jpg,BMW 6 Series Convertible 2007,31,25,44,608,292,249,584,2007,BMW,6,Convertible
1879,01880.jpg,Audi TTS Coupe 2012,14,120,324,890,731,408,771,2012,Audi,TTS,Coupe
1880,01881.jpg,Chevrolet Malibu Hybrid Sedan 2010,67,47,34,429,258,225,383,2010,Chevrolet,Malibu,Sedan
1881,01882.jpg,GMC Terrain SUV 2012,118,8,103,620,368,266,613,2012,GMC,Terrain,SUV
1882,01883.jpg,Audi S5 Coupe 2012,22,36,146,558,342,197,523,2012,Audi,S5,Coupe
1883,01884.jpg,Chevrolet Silverado 2500HD Regular Cab 2012,69,55,95,600,410,316,546,2012,Chevrolet,Silverado,Cab
1884,01885.jpg,Hyundai Veloster Hatchback 2012,130,67,57,560,411,355,494,2012,Hyundai,Veloster,Hatchback
1885,01886.jpg,FIAT 500 Convertible 2012,100,11,25,320,225,201,310,2012,FIAT,500,Convertible
1886,01887.jpg,Ford GT Coupe 2006,112,97,326,1519,927,602,1423,2006,Ford,GT,Coupe
1887,01888.jpg,Chrysler Town and Country Minivan 2012,78,32,114,688,406,293,657,2012,Chrysler,Town,Minivan
1888,01889.jpg,FIAT 500 Convertible 2012,100,157,153,392,310,158,236,2012,FIAT,500,Convertible
